qseqid,sseqid,qstart,qend,sstart,send,evalue,bitscore,pident,qcovs,accession,taxonomy,fam,spec,barcode,group,Specific,reads,barcode,total,obs_perc,exp_group,obs_group,Pellet_ ID,Primer,Extract,Location,Morph_ID,Expected,Expected_main,exp_ind
consensus_SQK-RBK114-96_barcode90_0_29(32),gi|2552842630|gb|CP120653.1|,11,149,376589,376450,2.36E-62,252,99.286,93,CP120653.1,Myroides sp. JBRI-B21084,Myroides,sp.,90,Other,Bacteria,32,90,14494,0.00220781,0,0.374430799,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,0
consensus_SQK-RBK114-96_barcode90_0_20(50),gi|1712897335|gb|CP042170.1|,1,215,22200,22414,9.72E-103,387,99.074,100,CP042170.1,Flavobacterium sp. KBS0721,Flavobacterium,sp.,90,Other,Bacteria,50,90,14494,0.003449703,0,0.374430799,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,0
consensus_SQK-RBK114-96_barcode90_0_61(32),gi|1818223938|gb|CP049329.1|,5,252,71227,70978,1.48E-121,449,99.2,98,CP049329.1,Flavobacterium sp. Sr18,Flavobacterium,sp.,90,Other,Bacteria,32,90,14494,0.00220781,0,0.374430799,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,0
consensus_SQK-RBK114-96_barcode90_2_0(38),gi|1519576354|gb|CP033934.1|,1,372,117958,118331,0,678,99.465,100,CP033934.1,Chryseobacterium balustinum,Chryseobacterium,balustinum,90,Other,Bacteria,38,90,14494,0.002621775,0,0.374430799,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,0
consensus_SQK-RBK114-96_barcode90_0_25(42),gi|2746294705|dbj|AP031573.1|,1,218,991,774,9.81E-108,403,100,100,AP031573.1,Flavobacterium sp. CFS9,Flavobacterium,sp.,90,Other,Bacteria,42,90,14494,0.002897751,0,0.374430799,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,0
consensus_SQK-RBK114-96_barcode90_0_17(21),gi|2653376484|gb|CP142422.1|,1,125,1481034,1481158,2.42E-56,231,100,100,CP142422.1,Chryseobacterium sp. MYb264,Chryseobacterium,sp.,90,Other,Bacteria,21,90,14494,0.001448875,0,0.374430799,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,0
consensus_SQK-RBK114-96_barcode90_0_70(124),gi|2476884915|gb|CP114284.2|,2,254,520258,520511,1.91E-125,462,99.606,99,CP114284.2,Flavobacterium sp. IMCC34518,Flavobacterium,sp.,90,Other,Bacteria,124,90,14494,0.008555264,0,0.374430799,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,0
consensus_SQK-RBK114-96_barcode90_0_63(24),gi|1519576354|gb|CP033934.1|,6,269,118219,117956,3.37E-133,488,100,98,CP033934.1,Chryseobacterium balustinum,Chryseobacterium,balustinum,90,Other,Bacteria,24,90,14494,0.001655858,0,0.374430799,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,0
consensus_SQK-RBK114-96_barcode90_2_2(9),gi|2530245485|gb|CP103794.1|,2,363,22247,22607,0,656,99.448,99,CP103794.1,Flavobacterium johnsoniae,Flavobacterium,johnsoniae,90,Other,Bacteria,9,90,14494,0.000620947,0,0.374430799,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,0
consensus_SQK-RBK114-96_barcode90_0_41(23),gi|2324023718|gb|CP110005.1|,4,112,1883340,1883230,4.55E-43,187,97.297,100,CP110005.1,Flavobacterium sp. N2270,Flavobacterium,sp.,90,Other,Bacteria,23,90,14494,0.001586864,0,0.374430799,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,0
consensus_SQK-RBK114-96_barcode90_0_51(51),gi|1389162878|gb|CP029255.1|,7,341,21491,21826,1.52E-167,603,99.11,97,CP029255.1,Flavobacterium crocinum,Flavobacterium,crocinum,90,Other,Bacteria,51,90,14494,0.003518697,0,0.374430799,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,0
consensus_SQK-RBK114-96_barcode90_0_64(14),gi|1881771981|gb|CP059431.1|,2,158,123203,123359,5.43E-74,291,100,98,CP059431.1,Flavobacterium sp. xlx-214,Flavobacterium,sp.,90,Other,Bacteria,14,90,14494,0.000965917,0,0.374430799,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,0
consensus_SQK-RBK114-96_barcode90_2_3(12),gi|1519576354|gb|CP033934.1|,1,320,118014,118331,2.37E-160,579,99.375,100,CP033934.1,Chryseobacterium balustinum,Chryseobacterium,balustinum,90,Other,Bacteria,12,90,14494,0.000827929,0,0.374430799,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,0
consensus_SQK-RBK114-96_barcode90_0_53(12),gi|2741931837|gb|PP898166.1|,2,211,2942,2732,1.23E-101,383,99.526,99,PP898166.1,Homo sapiens,Homo,sapiens,90,Other,Human,12,90,14494,0.000827929,0,0.374430799,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,0
consensus_SQK-RBK114-96_barcode90_4_0(18),gi|1910804032|gb|MN356131.1|,77,298,2227,2448,8.47E-110,411,100,74,MN356131.1,Fulmarus glacialis,Fulmarus,glacialis,90,Seabird,Northern fulmar,18,90,14494,0.001241893,0.82,0.625569201,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,1
consensus_SQK-RBK114-96_barcode90_0_72(52),gi|1910804032|gb|MN356131.1|,1,121,2390,2270,3.87E-54,224,100,100,MN356131.1,Fulmarus glacialis,Fulmarus,glacialis,90,Seabird,Northern fulmar,52,90,14494,0.003587691,0.82,0.625569201,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,1
consensus_SQK-RBK114-96_barcode90_0_57(11),gi|1910804032|gb|MN356131.1|,1,104,2400,2297,8.76E-45,193,100,100,MN356131.1,Fulmarus glacialis,Fulmarus,glacialis,90,Seabird,Northern fulmar,11,90,14494,0.000758935,0.82,0.625569201,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,1
consensus_SQK-RBK114-96_barcode90_0_69(303),gi|1910804032|gb|MN356131.1|,1,123,2321,2444,1.43E-53,222,99.194,100,MN356131.1,Fulmarus glacialis,Fulmarus,glacialis,90,Seabird,Northern fulmar,303,90,14494,0.020905202,0.82,0.625569201,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,1
consensus_SQK-RBK114-96_barcode90_0_68(2929),gi|1910804032|gb|MN356131.1|,1,219,2444,2226,2.74E-108,405,100,100,MN356131.1,Fulmarus glacialis,Fulmarus,glacialis,90,Seabird,Northern fulmar,2929,90,14494,0.202083621,0.82,0.625569201,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,1
consensus_SQK-RBK114-96_barcode90_1_0(240),gi|1910804032|gb|MN356131.1|,1,104,2328,2225,8.76E-45,193,100,100,MN356131.1,Fulmarus glacialis,Fulmarus,glacialis,90,Seabird,Northern fulmar,240,90,14494,0.016558576,0.82,0.625569201,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,1
consensus_SQK-RBK114-96_barcode90_0_67(271),gi|1910804032|gb|MN356131.1|,1,151,2400,2250,1.10E-70,279,100,100,MN356131.1,Fulmarus glacialis,Fulmarus,glacialis,90,Seabird,Northern fulmar,271,90,14494,0.018697392,0.82,0.625569201,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,1
consensus_SQK-RBK114-96_barcode90_0_31(36),gi|1910804032|gb|MN356131.1|,80,283,2428,2226,1.35E-97,370,99.51,72,MN356131.1,Fulmarus glacialis,Fulmarus,glacialis,90,Seabird,Northern fulmar,36,90,14494,0.002483786,0.82,0.625569201,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,1
consensus_SQK-RBK114-96_barcode90_0_59(134),gi|1910804032|gb|MN356131.1|,1,107,2444,2338,1.97E-46,198,100,100,MN356131.1,Fulmarus glacialis,Fulmarus,glacialis,90,Seabird,Northern fulmar,134,90,14494,0.009245205,0.82,0.625569201,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,1
consensus_SQK-RBK114-96_barcode90_0_30(112),gi|1910804032|gb|MN356131.1|,65,295,2457,2226,3.88E-108,405,98.276,78,MN356131.1,Fulmarus glacialis,Fulmarus,glacialis,90,Seabird,Northern fulmar,112,90,14494,0.007727335,0.82,0.625569201,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,1
consensus_SQK-RBK114-96_barcode90_0_0(459),gi|1910804032|gb|MN356131.1|,1,122,2426,2305,1.10E-54,226,100,99,MN356131.1,Fulmarus glacialis,Fulmarus,glacialis,90,Seabird,Northern fulmar,459,90,14494,0.031668277,0.82,0.625569201,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,1
consensus_SQK-RBK114-96_barcode90_0_46(45),gi|1910804032|gb|MN356131.1|,1,147,2413,2267,1.78E-68,272,100,100,MN356131.1,Fulmarus glacialis,Fulmarus,glacialis,90,Seabird,Northern fulmar,45,90,14494,0.003104733,0.82,0.625569201,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,1
consensus_SQK-RBK114-96_barcode90_0_3(2381),gi|1910804032|gb|MN356131.1|,2,169,2394,2226,2.10E-78,305,99.408,99,MN356131.1,Fulmarus glacialis,Fulmarus,glacialis,90,Seabird,Northern fulmar,2381,90,14494,0.164274872,0.82,0.625569201,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,1
consensus_SQK-RBK114-96_barcode90_0_2(1352),gi|1910804032|gb|MN356131.1|,1,194,2252,2445,1.89E-94,359,100,98,MN356131.1,Fulmarus glacialis,Fulmarus,glacialis,90,Seabird,Northern fulmar,1352,90,14494,0.093279978,0.82,0.625569201,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,1
consensus_SQK-RBK114-96_barcode90_0_4(329),gi|1910804032|gb|MN356131.1|,4,149,2444,2298,3.03E-66,265,99.32,97,MN356131.1,Fulmarus glacialis,Fulmarus,glacialis,90,Seabird,Northern fulmar,329,90,14494,0.022699048,0.82,0.625569201,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,1
consensus_SQK-RBK114-96_barcode90_0_47(24),gi|1910804032|gb|MN356131.1|,77,274,2250,2448,7.86E-95,361,99.497,72,MN356131.1,Fulmarus glacialis,Fulmarus,glacialis,90,Seabird,Northern fulmar,24,90,14494,0.001655858,0.82,0.625569201,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,1
consensus_SQK-RBK114-96_barcode90_0_16(66),gi|1910804032|gb|MN356131.1|,1,133,2400,2268,9.42E-61,246,100,100,MN356131.1,Fulmarus glacialis,Fulmarus,glacialis,90,Seabird,Northern fulmar,66,90,14494,0.004553608,0.82,0.625569201,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,1
consensus_SQK-RBK114-96_barcode90_0_71(45),gi|1910804032|gb|MN356131.1|,3,126,2373,2250,8.81E-56,230,100,98,MN356131.1,Fulmarus glacialis,Fulmarus,glacialis,90,Seabird,Northern fulmar,45,90,14494,0.003104733,0.82,0.625569201,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,1
consensus_SQK-RBK114-96_barcode90_0_60(31),gi|1910804032|gb|MN356131.1|,76,266,2414,2225,2.12E-90,346,99.476,71,MN356131.1,Fulmarus glacialis,Fulmarus,glacialis,90,Seabird,Northern fulmar,31,90,14494,0.002138816,0.82,0.625569201,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,1
consensus_SQK-RBK114-96_barcode90_0_62(19),gi|1910804032|gb|MN356131.1|,65,271,2457,2250,7.76E-95,361,98.077,76,MN356131.1,Fulmarus glacialis,Fulmarus,glacialis,90,Seabird,Northern fulmar,19,90,14494,0.001310887,0.82,0.625569201,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,1
consensus_SQK-RBK114-96_barcode90_0_35(28),gi|1910804032|gb|MN356131.1|,3,127,2407,2283,2.48E-56,231,100,98,MN356131.1,Fulmarus glacialis,Fulmarus,glacialis,90,Seabird,Northern fulmar,28,90,14494,0.001931834,0.82,0.625569201,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,1
consensus_SQK-RBK114-96_barcode90_0_10(23),gi|1910804032|gb|MN356131.1|,3,126,2243,2366,8.81E-56,230,100,98,MN356131.1,Fulmarus glacialis,Fulmarus,glacialis,90,Seabird,Northern fulmar,23,90,14494,0.001586864,0.82,0.625569201,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,1
consensus_SQK-RBK114-96_barcode90_0_55(159),gi|1910804032|gb|MN356131.1|,1,153,2426,2274,8.65E-72,283,100,100,MN356131.1,Fulmarus glacialis,Fulmarus,glacialis,90,Seabird,Northern fulmar,159,90,14494,0.010970057,0.82,0.625569201,4-1,MarVer,PBS twice,St Kilda,2952,"82% bird, chick fulmar, 3% cephalopod, 5 % plastic, 5% veg, 5 % stones",Fulmar,1
consensus_SQK-RBK114-96_barcode91_0_21(50),gi|2548163737|gb|CP130045.1|,1,134,1444120,1444253,2.65E-61,248,100,100,CP130045.1,Flavobacterium sp. ZE23DGlu08,Flavobacterium,sp.,91,Other,Bacteria,50,91,23653,0.002113897,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",Auk,0
consensus_SQK-RBK114-96_barcode91_0_90(133),gi|2746294705|dbj|AP031573.1|,6,172,940,774,1.66E-79,309,100,97,AP031573.1,Flavobacterium sp. CFS9,Flavobacterium,sp.,91,Other,Bacteria,133,91,23653,0.005622965,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",Auk,0
consensus_SQK-RBK114-96_barcode91_0_8(197),gi|2324023936|gb|CP110011.1|,1,152,153011,152859,1.43E-69,276,99.346,100,CP110011.1,Flavobacterium sp. N502536,Flavobacterium,sp.,91,Other,Bacteria,197,91,23653,0.008328753,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",Auk,0
consensus_SQK-RBK114-96_barcode91_0_65(83),gi|2746294705|dbj|AP031573.1|,1,122,895,774,1.09E-54,226,100,100,AP031573.1,Flavobacterium sp. CFS9,Flavobacterium,sp.,91,Other,Bacteria,83,91,23653,0.003509069,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",Auk,0
consensus_SQK-RBK114-96_barcode91_0_95(988),gi|2653196683|gb|CP108396.1|,26,61,36,1,7.79E-07,67.6,100,82,CP108396.1,Streptomyces sp. NBC_01310,Streptomyces,sp.,91,Other,Bacteria,988,91,23653,0.0417706,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",Auk,0
consensus_SQK-RBK114-96_barcode91_0_25(99),gi|2745759270|dbj|AP031610.1|,1,198,1291941,1292140,1.52E-90,346,98.01,98,AP031610.1,Elizabethkingia anophelis,Elizabethkingia,anophelis,91,Other,Bacteria,99,91,23653,0.004185516,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",auk,0
consensus_SQK-RBK114-96_barcode91_0_32(49),gi|2745759270|dbj|AP031610.1|,4,157,1291915,1292068,2.49E-72,285,100,98,AP031610.1,Elizabethkingia anophelis,Elizabethkingia,anophelis,91,Other,Bacteria,49,91,23653,0.002071619,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",auk,0
consensus_SQK-RBK114-96_barcode91_0_69(128),gi|1389162878|gb|CP029255.1|,1,175,21605,21779,2.81E-82,318,99.429,100,CP029255.1,Flavobacterium crocinum,Flavobacterium,crocinum,91,Other,Bacteria,128,91,23653,0.005411576,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",Auk,0
consensus_SQK-RBK114-96_barcode91_0_94(15),gi|2746294705|dbj|AP031573.1|,1,134,976,843,2.67E-61,248,100,99,AP031573.1,Flavobacterium sp. CFS9,Flavobacterium,sp.,91,Other,Bacteria,15,91,23653,0.000634169,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",Auk,0
consensus_SQK-RBK114-96_barcode91_0_30(23),gi|2745759270|dbj|AP031610.1|,3,174,1291914,1292085,2.79E-82,318,100,98,AP031610.1,Elizabethkingia anophelis,Elizabethkingia,anophelis,91,Other,Bacteria,23,91,23653,0.000972393,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",auk,0
consensus_SQK-RBK114-96_barcode91_0_61(31),gi|2548163737|gb|CP130045.1|,1,114,1444140,1444253,2.77E-50,211,100,100,CP130045.1,Flavobacterium sp. ZE23DGlu08,Flavobacterium,sp.,91,Other,Bacteria,31,91,23653,0.001310616,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",,0
consensus_SQK-RBK114-96_barcode91_0_52(9),gi|1519576354|gb|CP033934.1|,1,142,118175,118034,1.02E-65,263,100,100,CP033934.1,Chryseobacterium balustinum,Chryseobacterium,balustinum,91,Other,Bacteria,9,91,23653,0.000380501,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",Auk,0
consensus_SQK-RBK114-96_barcode91_0_84(26),gi|2324023887|gb|CP110009.1|,1,125,1596737,1596611,1.46E-53,222,98.425,100,CP110009.1,Flavobacterium sp. N3904,Flavobacterium,sp.,91,Other,Bacteria,26,91,23653,0.001099226,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",Auk,0
consensus_SQK-RBK114-96_barcode91_0_13(253),gi|2714450175|gb|CP150845.1|,1,192,24122,24313,2.39E-93,355,100,100,CP150845.1,Flavobacterium soyae,Flavobacterium,soyae,91,Other,Bacteria,253,91,23653,0.010696318,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",Auk,0
consensus_SQK-RBK114-96_barcode91_0_98(29),gi|2746294705|dbj|AP031573.1|,3,129,809,935,1.96E-57,235,100,98,AP031573.1,Flavobacterium sp. CFS9,Flavobacterium,sp.,91,Other,Bacteria,29,91,23653,0.00122606,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",,0
consensus_SQK-RBK114-96_barcode91_0_31(79),gi|2746294705|dbj|AP031573.1|,1,164,825,988,7.25E-78,303,100,100,AP031573.1,Flavobacterium sp. CFS9,Flavobacterium,sp.,91,Other,Bacteria,79,91,23653,0.003339957,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",Auk,0
consensus_SQK-RBK114-96_barcode91_0_24(151),gi|2324023936|gb|CP110011.1|,1,306,152705,153011,8.16E-155,560,99.674,100,CP110011.1,Flavobacterium sp. N502536,Flavobacterium,sp.,91,Other,Bacteria,151,91,23653,0.006383968,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",Auk,0
consensus_SQK-RBK114-96_barcode91_0_75(683),gi|1712897335|gb|CP042170.1|,1,296,22413,22117,2.85E-149,542,99.663,100,CP042170.1,Flavobacterium sp. KBS0721,Flavobacterium,sp.,91,Other,Bacteria,683,91,23653,0.02887583,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",Auk,0
consensus_SQK-RBK114-96_barcode91_0_45(1378),gi|2324023966|gb|CP110013.1|,1,234,94879,94646,1.36E-116,433,100,100,CP110013.1,Flavobacterium sp. N503310,Flavobacterium,sp.,91,Other,Bacteria,1378,91,23653,0.058258995,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",Auk,0
consensus_SQK-RBK114-96_barcode91_0_26(93),gi|1519576354|gb|CP033934.1|,1,225,118181,117957,1.31E-111,416,100,100,CP033934.1,Chryseobacterium balustinum,Chryseobacterium,balustinum,91,Other,Bacteria,93,91,23653,0.003931848,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",Auk,0
consensus_SQK-RBK114-96_barcode91_0_57(20),gi|2745759270|dbj|AP031610.1|,1,126,1291913,1292038,6.81E-57,233,100,100,AP031610.1,Elizabethkingia anophelis,Elizabethkingia,anophelis,91,Other,Bacteria,20,91,23653,0.000845559,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",auk,0
consensus_SQK-RBK114-96_barcode91_0_100(688),gi|2324023887|gb|CP110009.1|,6,341,1596898,1596561,1.17E-168,606,99.112,98,CP110009.1,Flavobacterium sp. N3904,Flavobacterium,sp.,91,Other,Bacteria,688,91,23653,0.029087219,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",Auk,0
consensus_SQK-RBK114-96_barcode91_0_93(26),gi|1519576354|gb|CP033934.1|,2,229,118308,118081,2.87E-113,422,100,99,CP033934.1,Chryseobacterium balustinum,Chryseobacterium,balustinum,91,Other,Bacteria,26,91,23653,0.001099226,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",Auk,0
consensus_SQK-RBK114-96_barcode91_0_0(1071),gi|2746294705|dbj|AP031573.1|,4,130,1024,1150,1.98E-57,235,100,97,AP031573.1,Flavobacterium sp. CFS9,Flavobacterium,sp.,91,Other,Bacteria,1071,91,23653,0.045279669,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",Auk,0
consensus_SQK-RBK114-96_barcode91_0_6(63),gi|1519576354|gb|CP033934.1|,1,174,118055,118228,2.16E-83,322,100,100,CP033934.1,Chryseobacterium balustinum,Chryseobacterium,balustinum,91,Other,Bacteria,63,91,23653,0.00266351,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",Auk,0
consensus_SQK-RBK114-96_barcode91_0_89(22),gi|2746294705|dbj|AP031573.1|,2,179,794,971,1.34E-85,329,100,99,AP031573.1,Flavobacterium sp. CFS9,Flavobacterium,sp.,91,Other,Bacteria,22,91,23653,0.000930115,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",Auk,0
consensus_SQK-RBK114-96_barcode91_0_15(37),gi|2746294705|dbj|AP031573.1|,1,107,857,963,1.97E-46,198,100,100,AP031573.1,Flavobacterium sp. CFS9,Flavobacterium,sp.,91,Other,Bacteria,37,91,23653,0.001564284,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",Auk,0
consensus_SQK-RBK114-96_barcode91_0_73(36),gi|2714450175|gb|CP150845.1|,1,161,24153,24313,3.30E-76,298,100,100,CP150845.1,Flavobacterium soyae,Flavobacterium,soyae,91,Other,Bacteria,36,91,23653,0.001522006,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",Auk,0
consensus_SQK-RBK114-96_barcode91_0_56(15),gi|2625464360|gb|CP139137.1|,4,181,342893,343070,6.30E-84,324,99.438,98,CP139137.1,Chryseobacterium sp. JJR-5R,Chryseobacterium,sp.,91,Other,Bacteria,15,91,23653,0.000634169,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",Auk,0
consensus_SQK-RBK114-96_barcode91_0_111(990),gi|2548195263|gb|CP130042.1|,2,144,1417103,1417245,2.89E-66,265,100,99,CP130042.1,Flavobacterium pectinovorum,Flavobacterium,pectinovorum,91,Other,Bacteria,990,91,23653,0.041855156,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",Auk,0
consensus_SQK-RBK114-96_barcode91_0_58(80),gi|1389162878|gb|CP029255.1|,1,128,21627,21754,5.44E-58,237,100,99,CP029255.1,Flavobacterium crocinum,Flavobacterium,crocinum,91,Other,Bacteria,80,91,23653,0.003382235,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",Auk,0
consensus_SQK-RBK114-96_barcode91_1_0(36),gi|1389162878|gb|CP029255.1|,77,372,21749,21453,3.69E-149,542,99.663,79,CP029255.1,Flavobacterium crocinum,Flavobacterium,crocinum,91,Other,Bacteria,36,91,23653,0.001522006,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",Auk,0
consensus_SQK-RBK114-96_barcode91_0_50(22),gi|1519576354|gb|CP033934.1|,1,148,118081,118228,4.98E-69,274,100,100,CP033934.1,Chryseobacterium balustinum,Chryseobacterium,balustinum,91,Other,Bacteria,22,91,23653,0.000930115,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",Auk,0
consensus_SQK-RBK114-96_barcode91_0_72(150),gi|1519576354|gb|CP033934.1|,2,251,118331,118083,3.18E-123,455,99.6,98,CP033934.1,Chryseobacterium balustinum,Chryseobacterium,balustinum,91,Other,Bacteria,150,91,23653,0.00634169,0,0.72646176,4-6,MarVer,PBS twice,St Kilda,2957,"100% bird, adult auk",Auk,0
